DVD_Title,Genre,DVD_ReleaseDate
History Channel Presents: Lost Worlds: Athens: Ancient Supercity,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Atlantis,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Braveheart's Scotland (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Lost Worlds: Churchill's Secret Bunkers (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Lost Worlds: City Of Armageddon,Documentary,12/22/2009
History Channel Presents: Lost Worlds: First Christians (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Lost Worlds: Henry VIII's Mega Structures,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Herod The Great,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Hitler's Supercity,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Ivan The Terrible's Fortresses,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Jekyll & Hyde,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Kama Sutra,Documentary,12/14/2010
History Channel Presents: Lost Worlds: Kama Sutra (A&E Video Direct),Documentary,12/22/2009
History Channel Presents: Lost Worlds: Knights Templar,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Lost City Of Aphrodite,Documentary,12/14/2010
History Channel Presents: Lost Worlds: Lost City Of Aphrodite (A&E Video Direct),Documentary,12/22/2009
History Channel Presents: Lost Worlds: Lost Superpower Of The Bible,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Pagans (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Lost Worlds: Palenque,Documentary,4/4/2005
History Channel Presents: Lost Worlds: Pirates Of The Caribbean,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Ramses' Egyptian Empire,Documentary,2/9/2010
History Channel Presents: Lost Worlds: Real Dracula (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Lost Worlds: Secret A-Bomb Factories,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Secret Cities Of The A-Bomb,Documentary,2/9/2010
History Channel Presents: Lost Worlds: Secret U.S. Bunkers,Documentary,12/14/2010
History Channel Presents: Lost Worlds: Seven Wonders Of The World (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Lost Worlds: Sin City Of The West,Documentary,12/22/2009
History Channel Presents: Lost Worlds: Stalin's Supercity,Documentary,12/13/2011
History Channel Presents: Lost Worlds: Stalin's Supercity (A&E Direct/ On Demand DVD-R),Documentary,12/22/2009
History Channel Presents: Lost Worlds: Taj Mahal,Documentary,12/14/2010
History Channel Presents: Lost Worlds: Taj Mahal (A&E Direct/ On Demand DVD-R),Documentary,12/22/2009
History Channel Presents: Lost Worlds: The Age Of Airships,Documentary,12/22/2009
History Channel Presents: Lost Worlds: The Vikings,Documentary,12/14/2010
History Channel Presents: Lost Worlds: The Vikings (A&E Direct/ On Demand DVD-R),Documentary,12/22/2009
History Channel Presents: Luftwaffe 1946,Documentary,2/23/2010
History Channel Presents: Magellan's Lost Fleet (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Amphibious Assault Vehicles / Urban Warfare (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Ballistas To Peashooters (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Best Of Mail Call: Seasons 1 & 2,Documentary,8/30/2005
History Channel Presents: Mail Call: D-Day Special (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episdoe 41: Blimps To The Poop Deck,Documentary,6/14/2009
History Channel Presents: Mail Call: Episode 06: From Mortar To Native-American Arrows (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 10: From Ninja Weapons To Military Dogs,Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 12: Jeeps To MAD Gear,Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 16: From AVLB To Grape Shot,Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 27 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 28: Garand Rifles To Barrage Balloons (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 30: M-16s To Green Berets (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 32: Marine Snipers To The Flying Boxcar (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 33: From Armored Scout Car To Stealth Ships,Documentary,5/20/2002
History Channel Presents: Mail Call: Episode 34: From Claymore Mines To Patriot Air Defense Missiles,Documentary,5/20/2002
History Channel Presents: Mail Call: Episode 35: WWII Half-Tracks To Combat Controllers (A&E Direct/ On Demand DVD-R),TV Classics,5/19/2009
History Channel Presents: Mail Call: Episode 36: Military Pilot Training,Documentary,5/20/2002
History Channel Presents: Mail Call: Episode 37: From The F-15 Eagle To Atomic Annie (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 38: Marine Corps Avenger To Military Firefighter,Documentary,6/14/2009
History Channel Presents: Mail Call: Episode 39 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 40: Blood Chits To The P-61 Black Widow (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 43: Grease Guns To 'Charlie' (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 44: Longbows To WWII Flight Jackets (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 45: From Heavy Support Vehicles To Deep Six (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 46 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 49: 101st Airborne Division,Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 50: Submarine USS Salt Lake City,Documentary,5/20/2002
History Channel Presents: Mail Call: Episode 51: Mark V Special Ops Craft To The M113 APC,Documentary,6/14/2009
History Channel Presents: Mail Call: Episode 52: Bren Guns To 1st RPVs (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 53: Krag-Jorgenson Rifle To The Battle Of Stalingrad (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 54: MP5 / WWII Marine Corps Paratroopers / Pilot ... (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 55 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 56 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 57 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
"History Channel Presents: Mail Call: Episode 58: Silencers, Flashbang Grenade To The HITRON Teams (A&E Direct/ On Demand DVD-R)",Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 59: From The Javelin Anti-Tank Missile To The SOG,Documentary,5/20/2002
History Channel Presents: Mail Call: Episode 60: The War Of 1812,Documentary,6/14/2009
History Channel Presents: Mail Call: Episode 62: The XM8 To The Gotha Bomber,Documentary,6/14/2009
History Channel Presents: Mail Call: Episode 64: Zoaves To The Swift Boats,Documentary,6/14/2009
History Channel Presents: Mail Call: Episode 65 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 67: NORAD (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
"History Channel Presents: Mail Call: Episode 68: Bagram Air Base, Afghanistan",Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 71: 29 Palms (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 72: Civil War Special (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 76: B-2 Stealth Bomber,Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 78: From The Benelli M4 Shotgun To The ME-163 Komet (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Episode 79 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 80 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 81 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 82 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 83 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 84 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 85 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 90 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 91 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 93 (A&E Direct/ On Demand DVD-R),Documentary,2/26/2013
History Channel Presents: Mail Call: Episode 94: Hurlburt Field To The AC-130,Documentary,6/14/2009
History Channel Presents: Mail Call: Episode 96: Air Force Museum To The B-25 Mitchell Bomber,Documentary,6/14/2009
History Channel Presents: Mail Call: Episode 97: Fort Knox Armor Center To The Roadrunner,Documentary,6/14/2009
History Channel Presents: Mail Call: Episodes 73 & 74: Iwo Jima Special (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Ermey's Biggest Bang,Documentary,9/18/2009
History Channel Presents: Mail Call: Ermey's Hottest Ride,Documentary,9/18/2009
History Channel Presents: Mail Call: Ermey's Vietnam,Documentary,10/30/2006
History Channel Presents: Mail Call: From The Abrams M1-A1 Battle Tank To Full Body Armor (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: From The Front Lines: Iraq,Documentary,9/18/2009
History Channel Presents: Mail Call: From The Pilum To First Rockets (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Gator Navy (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Guided Missile Destroyer / WWI Aircraft & Aces / ... (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Gunny Goes High Speed,Documentary,9/18/2009
History Channel Presents: Mail Call: Hurricane Katrina,Documentary,10/6/2005
History Channel Presents: Mail Call: M8 Greyhound To War Dogs,Documentary,9/18/2009
History Channel Presents: Mail Call: Mail Call Live From The Gulf,Documentary,10/30/2006
History Channel Presents: Mail Call: Minot AFB,Documentary,10/30/2006
History Channel Presents: Mail Call: Navy SEALs To Jerry Cans (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: P-51S And P-47S To The F-14 Tomcat,Documentary,9/18/2009
History Channel Presents: Mail Call: Pinnacle Armor To The MG-42 Machine Gun,Documentary,9/18/2009
History Channel Presents: Mail Call: S.N.A.F.U.,Documentary,6/26/2007
History Channel Presents: Mail Call: Self-Propelled Artillery (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: The Best Of Season 1,Documentary,11/25/2003
History Channel Presents: Mail Call: The Best Of Season 2,Documentary,1/27/2004
History Channel Presents: Mail Call: The Best Of Season 3 (A&E Direct/ On Demand DVD-R),TV Classics,11/2/2005
History Channel Presents: Mail Call: The Best Of Season 4 (A&E Direct/ On Demand DVD-R),TV Classics,11/2/2005
History Channel Presents: Mail Call: The Best Of Season 5 (A&E Direct/ On Demand DVD-R),TV Classics,11/2/2005
History Channel Presents: Mail Call: The Best Of Season 6 (A&E Direct/ On Demand DVD-R),TV Classics,11/2/2005
History Channel Presents: Mail Call: The Best Of Season 7 (A&E Direct/ On Demand DVD-R),TV Classics,8/22/2007
History Channel Presents: Mail Call: The Pentagon (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: Uncle Sam To Dive Bombers (A&E Direct/ On Demand DVD-R),Documentary,5/19/2009
History Channel Presents: Mail Call: VJ Day Special,Documentary,8/14/2005
History Channel Presents: Mail Call: War In The Pacific,Documentary,10/30/2006
History Channel Presents: Making A Buck,Documentary,5/19/2009
History Channel Presents: Making The 9-11 Memorial (A&E Direct/ On Demand DVD-R),Documentary,1/16/2013
"History Channel Presents: Man, Moment, Machine: 25,000 Miles Non-Stop: Voyager Aircraft",Documentary,1/12/2010
"History Channel Presents: Man, Moment, Machine: Al Capone & The Machine Gun Massacre",Documentary,6/24/2008
"History Channel Presents: Man, Moment, Machine: Alexander Graham Bell & The Astonishing Telephone",Documentary,1/15/2008
"History Channel Presents: Man, Moment, Machine: Alexander The Great And The Devastating Catapult",Documentary,1/15/2008
"History Channel Presents: Man, Moment, Machine: Apollo 13: Triumph On The Dark Side",Documentary,10/17/2006
"History Channel Presents: Man, Moment, Machine: Apollo 13: Triumph On The Dark Side Of The Moon",Documentary,12/15/2009
"History Channel Presents: Man, Moment, Machine: Dam Buster: WWII's Bouncing Bomb",Documentary,1/12/2010
"History Channel Presents: Man, Moment, Machine: DaVinci & The Handgun",Documentary,8/25/2009
"History Channel Presents: Man, Moment, Machine: Doolittle's Daring Raid",Documentary,1/12/2010
"History Channel Presents: Man, Moment, Machine: Enzo Ferrari And The Historic Race",Documentary,7/28/2009
"History Channel Presents: Man, Moment, Machine: Galileo & The Sinful Spyglass",Documentary,6/14/2009
"History Channel Presents: Man, Moment, Machine: Howard Hughes And The Spruce Goose",Documentary,7/31/2007
